ano,nome_musica,artista,letra
1987,Gone With The Winner,Century (FR),"Waiting for the noise to disappear
The crying of the saint
The pining of the fool
I never had the time to pray
Waiting for the sound to calm my way
I'm tired of asking why
I'm dying everyday
You're leaving now, your lips
Are gone with the winner
Gone with the wind
And now it's like a silent film that's
Running in my head
Gone with the winner
And now it's like a silent film that's
Running in my head
Gone with the winner
Coming with desolate state of mind
You wouldn't've gone to war
The slave to every tear
I'm waiting for the smoke to fade
I listen to this calling in your eyes
The crying of the saint
The pining of a fool
You're leaving now, your lips
Are gone with the winner
Gone with the wind
And now it's like a silent film that's
Running in my head
Gone with the winner
And now it's like a silent film that's
Running in my head
Gone, gone with the winner
It's like a silent film that's
Running in my head
Gone with the winner
Gone with the winner
And now"
1965,Que Nem o Meu Cachorro,Black Alien,"O cochilo da tarde é meu xodó do momento
Nem quica; a vida é tombo em pista de cimento
Black Alien já vai tarde, já passou o seu momento
Significa que o cidadão não tem conhecimento
Da força, da fé, da febre e da fibra
Nessas portas meto o pé, enquanto a galera vibra
Me preocupa é o celular que vibra ao lado do meu saco
O resto todo que dá câncer eu já vou lançar no vácuo
Ingrato! Não é o que tu fala que diz quem tu és
Come e cospe no prato, depois vem dizer: Jah bless
Se custar a minha paz, já custou caro demais
Pela-sacos, aqui, jaz; Black Alien, aqui, jazz
Hmm, criado no Ingá
Chapado demais pra um dia me vingar
Sim, sensei, eu sem paciência pra debate
Zu-guzung-Gu-zen, pique flow, marijuana e abacate
Rio de Janeiro, Niterói, favela, morro
Tô que nem o meu cachorro, no domínio do latim
Brooklyn, Nova York, SoHo
Tô que nem cachorro, suando só no focinho
Só não vem facim, senão qualquer um desenvolvia
É tempo de templo, só rato cinza na via
O que vem facim presta, não, se envolvia
Do Sol da meia-noite até o Sol do meio-dia
Ê, cria do Ingá
Chapado demais pra um dia me vingar
Sim, sensei, eu sem paciência pra debate
Zu-guzung-Gu-zen, pique flow, marijuana e abacate
Rio de Janeiro, Niterói, favela, morro
Tô que nem o meu cachorro, no domínio do latim
Yeah–yeah, yeah–yeah, yeah
Yeah–yeah, yeah–yeah, yeah
Nem tão longe pra tu chegar aqui de mala
Nem de longe é tão perto que pode vir de chinelo
Nem de longe eu virei monge, apenas parei de dar pala
Vagabundo fala um monte, são pregos pro meu martelo
Bem-vindo ao meu lar, cuidado pra não tropeçar
A mesa ainda tá aqui, porém mudei certezas de lugar
Num mundo que produz prodígios bizarros
Que produzem seus discos, dirigem os seus carros
Minha diversão de homem, alegria de menino
Que produz o que consome, todos temos nossos hinos
Pronuncia o meu nome, sinônimo: Genuíno
Bota a cara e testa a fome, meus felinos têm caninos
Sem disposição, não fico sem disposição
Fica no meio do caminho entre eu e eu rico
Ambos são ambição, e ninguém sabe quem são
E nós somos a canção que vem da zona de conflito
Pois a zona de conflito é minha zona de conforto
E a estrada pro inferno se desce de ponto-morto
Então, parou com a zona!
Cria do Ingá
Chapado demais pra um dia me vingar
Sim, sensei, eu sem paciência pra debate
Zu-guzung-Gu-zen, pique flow, marijuana e abacate
Rio de Janeiro, Niterói, favela, morro
Tô que nem o meu cachorro, no domínio do latim
Yeah–yeah, yeah–yeah, yeah
Yeah–yeah, yeah–yeah, yeah
Não tem como funcionar
Vai sempre dar ruim pra você
Bocas mexem, blá-blá-blá
E eu só faço o que tenho que fazer
Não tô nem aí, nem lá
Tô bem aqui, além do que se vê
Se vem baseado no passado, só há um resultado
'Cê vai se foder
Porque eu sou o agora, eu sou o agora"
1966,Io Che Non Vivo Senza Te,Pino Donaggio,"Siamo qui, noi soli
Come ogni sera, ma tu sei più triste
Ed io lo so perchè!
So che tu vuoi dirmi
Che non sei felice
Che io sto cambiando
E tu mi vuoi lasciar
Io che non vivo più di un'ora senza te
Come posso stare una vita senza te
Sei mia, sei mia, mai niente lo sai
Separarci un giorno potrà
Vieni qui ascoltami
Io te voglio bene
Te ne prego fermati
Ancora insieme a me
Io che non vivo più di un'ora senza te
Come posso stare una vita senza te
Sei mia, sei mia, sei mia"
1990,Into My Life,Colin Hay,"Carpet stained with my red wine
I've been staring at the fire
I keep looking at the time
I'm waiting on you
I can hear the howling wind
Yes the sound is getting higher
As the night is closing in
I'm waiting on you
Those big black eyes wicked smile
That you flash as you walk through my door
Into my life
Into my life
Into my life
Won't you come in and sit right down
Here let me pour a Stolichnaya
Why is it when you come around
I'm waiting on you
We drink until we get too tired
Even though you try to dance for me
I still can't light up your fire
So I'm waiting on you
From time to time I feel so blind
And there's still so much more left to do
Into my life
Into my life
Into my life
All right
You call me on the telephone
You say that I am always busy
So why am I here all alone
Waiting on you
I pick you up in my white car
I could fall ever so easily
Why you keep me hanging on
I'm waiting on you
Still, those big black eyes wicked smile
That you flash as you walk through my door
Into my life"
1970,Eu Te Amo Meu Brasil,Os Incríveis,"Escola
Marche
As praias do Brasil ensolaradas
Lá lá lá lá
O chão onde país se elevou
Lá lá lá lá
A mão de Deus abençoou
Mulher que nasce aqui
Tem muito mais amor
O Céu do meu Brasil tem mais estrelas
Lá lá lá lá
O sol do meu país, mais esplendor
Lá lá lá lá
A mão de Deus abençoou
Em terras brasileiras vou plantar amor
Eu te amo, meu Brasil, eu te amo
Meu coração é verde, amarelo, branco, azul-anil
Eu te amo, meu Brasil, eu te amo
Ninguém segura a juventude do Brasil
As tardes do Brasil são mais douradas
Lá lá lá lá
Mulatas brotam cheias de calor
La lá lá lá
A mão de Deus abençoou
Eu vou ficar aqui, porque existe amor
No carnaval, os gringos querem vê-las
Lá lá lá lá
Num colossal desfile multicor
Lá lá lá lá
A mão de Deus abençoou
Em terras brasileiras vou plantar amor
Eu te amo meu Brasil, eu te amo!
Meu coração é verde, amarelo, branco, azul-anil
Eu te amo meu Brasil, eu te amo!
Ninguém segura a juventude do Brasil!
Adoro meu Brasil de madrugada, lá, lá, lá, lá
Nas horas que eu estou com meu amor, lá, lá, lá, lá
A mão de Deus abençoou
A minha amada vai comigo aonde eu for
As noites do Brasil tem mais beleza, lá, lá, lá, lá
A hora chora de tristeza e dor, lá, lá, lá, lá
Porque a natureza sopra
E ela vai-se embora enquanto eu planto amor
Eu te amo meu Brasil, eu te amo
Meu coração é verde, amarelo, branco, azul anil
Eu te amo meu Brasil, eu te amo
Ninguém segura a juventude do Brasil"
2005,Get Right,Jennifer Lopez,"You're looking just a little too hard at me
Standing just a little too close to me
You're saying not quite enough to me
You're sipping just a little too slow for me
No doubt you play it real cool, homie
Got me thinking what is it you do for me
I'm trippin' a little more than I should be
So let yourself go and get right with me
I'm about to sign you up, we can get right
Before the night is up, we can get right
We can get right
(We can get right)
I'm about to fill your cup, so we can get right
Before the night is up, we can get right
Tonight
(We can get right)
Oh-oh, oh-oh, oh-oh
Your lips talking 'bout I play too much
Can't a woman take advantage of what she wants?
My hips moving, oh, so slow
Bar tab looking like a car note
All I need is you here right by my side
Take whatever you want, baby, let's ride
And whatever you won't do, let me decide
Just put your name on the dotted line
I'm about to sign you up, we can get right
Before the night is up, we can get right
We can get right
(We can get right)
I'm about to fill your cup, so we can get right
Before the night is up, we can get right
Tonight
(We can get right)
So much we've got to say, but so little time
And if tonight ain't long enough, don't leave love behind
(Don't leave this love behind)
Baby, take my hand, I'll show you why
I'm about to sign you up, we can get right
Before the night is up, we can get right
We can get right
(We can get right)
I'm about to fill your cup, so we can get right
Before the night is up, we can get right
Tonight
(We can get right)
I'm about to sign you up, we can get right
Before the night is up, we can get right
We can get right
(We can get right)
I'm about to fill your cup, so we can get right
Before the night is up, we can get right
Tonight
(We can get right)
I'm about to sign you up, we can get right
Before the night is up, we can get right
We can get right
(We can get right)
I'm about to fill your cup, so we can get right
Before the night is up, we can get right
Tonight"
1996,Teu Cafuné,Maurício Mattar,"Amor, me espere
Daqui a pouco eu vou chegar
Quero o teu colo
E uma rede pra te amar
Estou sentindo tanto
A falta de você
Tô com saudade
Com vontade de te ver
Quero sentir
O doce mel da tua boca
E adormecer no afago
Do teu cafuné
Me enroscando
Nos anéis dos teus cabelos
Amor, eu faço tudo
Que você quiser
Tô com saudade
Desse teu cheiro gostoso
Desse jeito carinhoso
Meu amor, meu bem querer
Me faz um dengo, só mais um
Faz um chamego
Meu refúgio, meu sossego
Meu descanso, meu prazer"
1974,"Na rua, na chuva, na fazenda (Casinha de sapé)",Kid Abelha,"Não estou disposto
A esquecer seu rosto de vez
E acho que é tão normal
Dizem que sou louco
Por eu ter um gosto assim
Gostar de quem não gosta de mim
Jogue suas mãos para o céu
E agradeça se acaso tiver
Alguém que você gostaria que
Estivesse sempre com você
Na rua, na chuva, na fazenda
Ou numa casinha de sapê
Não estou disposto
A esquecer seu rosto de vez
E acho que é tão normal
Dizem que soy loco
Por eu ter um gosto assim
Gostar de quem não gosta de mim
Jogue suas mãos para o céu
Agradeça se acaso tiver
Alguém que você gostaria que
Estivesse sempre com você
Na rua, na chuva, na fazenda
Ou numa casinha de sapê
Jogue suas mãos para o céu
Agradeça se acaso tiver
Alguém que você gostaria que
Estivesse sempre com você
Na rua, na chuva, na fazenda
Ou numa casinha de sapê (de sapê)"
1966,Eterna Paixão,Rick e Renner,"Até parece brincadeira mas ainda sou o mesmo
Da primeira vez
O mesmo adolescente louco,apaixonado
Por você
Um amor quando é verdade não se acaba,se renova
Todo dia
E se renova todo homem quando ama de verdade,uma mulher
E é assim que eu sou
Eu vivo por você
Te amo assim
Te quero em mim
De corpo e coração
E é assim que eu sou
Eu vivo por você
Te amo assim
Te quero em mim
Eterna paixão
Não sei falar de amor
Sem falar de nós dois
Não sei pensar em prazer
Sem pensar em você
Quando te conheci
Conheci minha vida
Meu amor de verdade
Não sei falar de amor
Sem falar de nós dois
Não sei pensar em prazer
Sem pensar em você
Quando te conheci
Conheci minha vida
Minha felicidade"
1997,Come Into My Life,Gala,"Riding backseats on night highways
Dark spaces white lights through the window
I'm moving too fast through my life
While the moon remains constant in the sky
The night is holding its breath
Inside in silence I'm dead,
But if I make it until tomorrow
I know that my fear will be gone
And so I'm waiting for the morning to come
Come, come, come into my life
Come, come, stay with me
Nobody loves me, nobody loves me enough
Enough to save me, oh no
Nobody loves me, nobody loves me enough
Enough to save me, oh no
I'm breathing the silence tonight
Won't I ever arrive where I am going?
I'm saying your name inside
While the moon is following my ride
Only now, I can let this night go by
The black earth breaks the day
I don't want my heart to dry
It says come into my life
It says
Come, come, come into my life
Come, come, stay with me
Nobody loves me, nobody loves me enough
Enough to save me, oh no
Nobody loves me, nobody loves me enough
Enough to save me, oh no
If I say I'll forget you, I'm lying
Looking for you I'm still waiting
Whatever I do with my life
The moon remains constant in the sky
Just today I knew what was right
But on this silent day
I can hear my voice inside
It says come into my life
It says
Come, come, come into my life
Come, come, stay with me
Nobody loves me, nobody loves me enough
Enough to save me, oh no
Nobody loves me, nobody loves me enough
Enough to save me, oh no"
1985,Edge Of A Dream,Joe Cocker,"If tommorow never comes - would you still belong to me
Guess I've always known it was meant to be
We took a second chance on love and it carried us away
Now it's gettin' stronger day by day
The closer it gets the further it seems
It's always one step out of reach
On the edge of a dream
You know you are
On the edge of a dream
You know you are
We've been waitin' for this chance to be free
Aah
On the edge of a dream
You know we are
And if nothing ever changed - would you feel the same way too
You know I'll always be there for you
Cause they say the strong survive
And we've nearly made it through
We'll soon be seein our dreams come true
The harder it gets the harder you fall
It never turns out like it seems
On the edge of a dream
You know you are
On the edge of a dream
You know you are
We've been waitin' for this chance to be free
Aah
On the edge of a dream
You know we are
Movin' in and out of love - ya can't say we never tried
I knew that you believed in me - I can see it in your eyes
I'm on the edge of a dream
On the edge of a dream
We're on the edge of a dream
Dream on, lovers
We're on the edge of a dream
You know you are
I'm on the edge of a dream
You know you are
You know we are
Aah
Oh ah, ye ye, I'm on the edge of a dream
You know we are"
